timestamp,temperature_C,pressure_hPa,VOC_ppb,humidity_pct,Location,Experiment_ID
2025-11-26T09:00:00,21.124178538252806,1014.151719938946,135.28011095223803,48.36971730812073,Apartment,PeaceLily_Sensor_2025_Exp01
2025-11-26T09:00:30,20.968051916508408,1014.7594355899895,129.23317749101966,48.515298007640254,Apartment,PeaceLily_Sensor_2025_Exp02
2025-11-26T09:01:00,21.16715810566687,1015.1874379540901,152.21897691548818,44.081199383720936,Apartment,PeaceLily_Sensor_2025_Exp03
2025-11-26T09:01:30,21.38861138966283,1013.907543035923,146.13357635757316,43.62689798342532,Apartment,PeaceLily_Sensor_2025_Exp04
2025-11-26T09:02:00,20.951933498917214,1014.8088345481088,160.61818853741903,47.602500796957244,Apartment,PeaceLily_Sensor_2025_Exp05
2025-11-26T09:02:30,20.95455547055572,1014.8004091111351,150.3284152,48.54835258430414,Apartment,PeaceLily_Sensor_2025_Exp06
2025-11-26T09:03:00,21.41051071856246,1015.5684249872181,154.90851647007057,45.81505232238128,Apartment,PeaceLily_Sensor_2025_Exp07
2025-11-26T09:03:30,21.210183927104236,1014.8612627578665,127.78695797556894,45.89896836578069,Apartment,PeaceLily_Sensor_2025_Exp08
2025-11-26T09:04:00,20.90357429,1015.1706486648932,180.76951886338892,49.210207291838685,Apartment,PeaceLily_Sensor_2025_Exp09
2025-11-26T09:04:30,21.159200441849244,1015.0761374947093,150.2845573276543,49.22387742,Apartment,PeaceLily_Sensor_2025_Exp10
2025-11-26T09:05:00,20.910323438838358,1014.1695895910655,163.51716167066152,47.83359230439695,Apartment,PeaceLily_Sensor_2025_Exp11
2025-11-26T09:05:30,20.91236273014029,1015.3312805879958,140.8170939431997,49.68038331125904,Apartment,PeaceLily_Sensor_2025_Exp12
2025-11-26T09:06:00,21.09190290586096,1015.1123377933252,158.2836654702662,45.782480150099076,Apartment,PeaceLily_Sensor_2025_Exp13
2025-11-26T09:06:30,20.555709296730004,1015.2316681056612,134.42582367656524,47.42991915705295,Apartment,PeaceLily_Sensor_2025_Exp14
2025-11-26T09:07:00,20.60541675772353,1016.6010371572679,161.05441534133504,51.44844777761646,Apartment,PeaceLily_Sensor_2025_Exp15
2025-11-26T09:07:30,20.898691017075887,1014.1990782874535,149.23860778032252,48.30023967398852,Apartment,PeaceLily_Sensor_2025_Exp16
2025-11-26T09:08:00,20.788671615959395,1015.724783472779,155.32081072112229,48.42712251,Apartment,PeaceLily_Sensor_2025_Exp17
2025-11-26T09:08:30,21.12305752651762,1014.9221071132024,165.65720476562942,52.79729189430548,Apartment,PeaceLily_Sensor_2025_Exp18
2025-11-26T09:09:00,20.82010576003058,1015.1541989466824,137.00403203264494,45.39761475,Apartment,PeaceLily_Sensor_2025_Exp19
2025-11-26T09:09:30,20.696651714883785,1015.0232437040347,145.52919856666236,49.80005923419092,Apartment,PeaceLily_Sensor_2025_Exp20
2025-11-26T09:10:00,21.41875545706879,1014.8739352367099,162.96076620863755,51.54606949644288,Apartment,PeaceLily_Sensor_2025_Exp21
2025-11-26T09:10:30,20.998514565202193,1014.817877714772,187.87843542463938,47.57927848168551,Apartment,PeaceLily_Sensor_2025_Exp22
2025-11-26T09:11:00,21.07445580539759,1015.179795441784,154.63796765649346,49.95915221631641,Apartment,PeaceLily_Sensor_2025_Exp23
2025-11-26T09:11:30,20.704001547543385,1014.4433034732672,165.88020608170433,46.286746814314654,Apartment,PeaceLily_Sensor_2025_Exp24
2025-11-26T09:12:00,20.926707466360238,1015.3525855636244,155.71242038085853,46.888214990080016,Apartment,PeaceLily_Sensor_2025_Exp25
2025-11-26T09:12:30,21.093148049393076,1014.888057017045,186.75436516098202,49.04250534,Apartment,PeaceLily_Sensor_2025_Exp26
2025-11-26T09:13:00,20.78028295072048,1014.6046878608746,131.71589995927462,49.88059728403807,Apartment,PeaceLily_Sensor_2025_Exp27
